Filename, Energy, Contrast, Homogenity, IDM, Entropy, Mean1, Cluster Shade, Cluster Prominence, Shapes Detected, Circle, Triangle, Rectangle, Irregular Small, Irregular Large, Circle Area, Triangle Area, Rectangle Area, Irreg. S. Area, Irreg. L Area,Disease
20180707-IMG_1684__2,0.77542,32.670979,0.916524,0.036568,0.511091,3.114941,46140.41406,4534217.5,28,0,1,1,23,3,inf,1171.5,0,807.847839,24547.5,Philippine Downy Mildew
20180707-IMG_1684__3,0.701633,15.025911,0.917098,0.061135,0.621188,3.434169,27141.38281,1994570.25,25,1,0,2,20,2,0,inf,2923.25,1489.5,25046.5,Philippine Downy Mildew
20180707-IMG_1685__0,0.988778,0.953645,0.996392,0.002132,0.028406,0.132596,1537.724731,124308.5547,14,0,0,0,14,0,#NAME?,#NAME?,#NAME?,1600.178589,#NAME?,Philippine Downy Mildew
20180707-IMG_1685__1,0.777018,18.695913,0.940373,0.040834,0.472986,4.642325,94550.32813,10173456,17,2,0,1,8,6,0,inf,9140.5,1128.5,37809,Philippine Downy Mildew
20180707-IMG_1685__2,0.743319,20.015825,0.934062,0.050927,0.541379,4.769007,87535.96094,9169419,47,0,0,1,38,8,#NAME?,inf,0,1440.315796,40823.4375,Philippine Downy Mildew
20180707-IMG_1685__3,0.783992,17.626303,0.93404,0.040202,0.458879,3.443223,47146.95703,4194594.5,29,2,0,1,19,7,0,inf,3118.5,1599.473633,42150.71484,Philippine Downy Mildew
20180707-IMG_1686__0,0.750013,13.212755,0.934792,0.04967,0.513287,2.580369,20050.81641,1471277.875,60,2,0,0,52,6,0,#NAME?,inf,1420.317261,34640.58203,Philippine Downy Mildew
20180707-IMG_1686__1,0.845263,9.507754,0.954437,0.030075,0.337624,1.654567,13921.70703,1056292.5,22,0,1,1,18,2,inf,2640,0,880.861084,18820,Philippine Downy Mildew
20180707-IMG_1686__2,0.762043,8.394125,0.945433,0.047926,0.481909,2.472765,16407.79688,1106863.125,16,0,1,0,12,3,inf,0,#NAME?,1567.916626,12606.33301,Philippine Downy Mildew
20180707-IMG_1686__3,0.921342,6.284624,0.974727,0.014443,0.175445,0.630472,4805.399414,345877.3438,44,0,0,0,41,3,#NAME?,#NAME?,#NAME?,800.402466,34493,Philippine Downy Mildew
20180707-IMG_1687__0,0.728085,36.706635,0.904434,0.047314,0.597732,4.944566,94424.10938,10030932,33,1,0,1,25,6,0,inf,760,1623,26944.41602,Philippine Downy Mildew
20180707-IMG_1687__1,0.741963,25.923157,0.905088,0.047342,0.546007,2.954551,28583.83594,2203033.75,40,0,0,2,34,4,#NAME?,inf,0,1877.102905,23104,Philippine Downy Mildew
20180707-IMG_1687__2,0.674675,41.880562,0.882813,0.059475,0.718973,5.420411,94996.32031,9869297,42,0,0,0,38,4,#NAME?,#NAME?,#NAME?,1143.210571,28380.125,Philippine Downy Mildew
20180707-IMG_1687__3,0.889212,12.399852,0.95832,0.019457,0.236449,0.982616,8513.641602,623022.875,63,0,0,1,56,6,#NAME?,inf,0,1574.017822,24140.41602,Philippine Downy Mildew
20180707-IMG_1688__0,0.91742,6.1137,0.974385,0.015049,0.18473,0.790743,5997.616211,422464.4375,32,0,0,1,26,5,#NAME?,inf,0,2629.865479,22643.09961,Philippine Downy Mildew
20180707-IMG_1688__1,0.912322,11.365203,0.970117,0.015323,0.203924,1.281015,22693.03516,2373000.25,48,1,0,0,43,4,0,#NAME?,inf,1656.813965,16668.75,Philippine Downy Mildew
20180707-IMG_1688__2,0.909286,9.434692,0.968537,0.015338,0.208025,1.020262,10195.49609,814241.9375,22,0,0,0,18,4,#NAME?,#NAME?,#NAME?,1498.861084,48921.75,Philippine Downy Mildew
20180707-IMG_1688__3,0.831731,18.549805,0.949693,0.02979,0.365788,3.354055,72936.96875,8127912.5,38,0,0,0,35,3,#NAME?,#NAME?,#NAME?,1036.471436,14565,Philippine Downy Mildew
20180707-IMG_1689__0,0.933459,8.526663,0.979108,0.011868,0.153487,1.251887,26428.15234,2865150.5,15,1,0,0,9,5,0,#NAME?,inf,1448.166626,25438.59961,Philippine Downy Mildew
20180707-IMG_1689__1,0.935485,7.695506,0.978999,0.011066,0.153388,1.118651,21562.72266,2292192,17,0,0,0,15,2,#NAME?,#NAME?,#NAME?,3601.266602,28277.75,Philippine Downy Mildew
20180707-IMG_1689__2,0.970939,2.083875,0.994526,0.005057,0.064458,0.651966,14648.00977,1590103.75,8,0,0,0,7,1,#NAME?,#NAME?,#NAME?,2536.285645,18191,Philippine Downy Mildew
20180707-IMG_1689__3,0.805767,15.175815,0.94361,0.035989,0.433332,3.080017,46213.03125,4539072,18,0,0,2,15,1,#NAME?,inf,0,1560.800049,28013.5,Philippine Downy Mildew
20180707-IMG_1690__0,0.804074,51.039242,0.941182,0.035379,0.348598,4.499081,170676.5469,24116996,41,0,0,1,28,12,#NAME?,inf,0,2268.357178,34748.41797,Philippine Downy Mildew
20180707-IMG_1690__1,0.725706,28.903364,0.906514,0.048569,0.616201,4.659426,79891.78125,8252984,18,0,0,1,15,2,#NAME?,inf,0,1625.199951,50149,Philippine Downy Mildew
20180707-IMG_1690__2,0.773385,57.780495,0.931179,0.041544,0.399777,5.320862,201470.6563,28411552,68,2,0,0,57,9,0,#NAME?,inf,1542.026367,35963.10938,Philippine Downy Mildew
20180707-IMG_1690__3,0.784498,7.39986,0.95387,0.042608,0.43861,2.982327,29038.36914,2258129,10,0,0,0,9,1,#NAME?,#NAME?,#NAME?,1726.666626,62465.5,Philippine Downy Mildew
20180707-IMG_1692__0,0.971527,9.177322,0.990237,0.00553,0.059881,0.416051,14508.44434,2015822.125,26,3,0,0,22,1,0,#NAME?,inf,1691.613647,17875.5,Philippine Downy Mildew
20180707-IMG_1692__1,0.89825,9.559353,0.965629,0.01748,0.235387,1.476232,18667.55664,1639692.875,15,0,0,1,10,4,#NAME?,inf,0,1370.050049,36749.625,Philippine Downy Mildew
20180707-IMG_1692__2,0.946383,15.991274,0.982142,0.010166,0.107687,0.957361,34951.21875,4902875.5,31,1,0,0,28,2,0,#NAME?,inf,1737.303589,47646.5,Philippine Downy Mildew
20180707-IMG_1692__3,0.915307,10.186135,0.970784,0.014307,0.201398,1.412543,25253.64453,2613473,20,0,0,0,16,4,#NAME?,#NAME?,#NAME?,1903.90625,32398.5,Philippine Downy Mildew
20180707-IMG_1693__0,0.980858,1.943916,0.993347,0.003148,0.049135,0.213443,2050.597168,155611.1719,3,0,0,0,2,1,#NAME?,#NAME?,#NAME?,1201.25,71112.5,Philippine Downy Mildew
20180707-IMG_1693__1,0.676883,26.24159,0.912738,0.06125,0.687899,6.448574,121337.5078,12760888,30,0,0,0,27,3,#NAME?,#NAME?,#NAME?,1754.796265,13507,Philippine Downy Mildew
20180707-IMG_1693__2,0.97563,2.844853,0.994363,0.004083,0.057574,0.613074,19395.91602,2525963.75,6,0,0,0,6,0,#NAME?,#NAME?,#NAME?,2733.416748,#NAME?,Philippine Downy Mildew
20180707-IMG_1693__3,0.883361,13.591065,0.963995,0.021356,0.263411,2.175608,43047.57813,4594982.5,8,0,0,0,5,3,#NAME?,#NAME?,#NAME?,2296.5,23796.83398,Philippine Downy Mildew
20180707-IMG_1694__0,0.626576,10.804039,0.931645,0.083215,0.708912,6.098814,82022.39844,8211001.5,40,3,1,1,31,4,101.5,1072,7045,1333.22583,17915.5,Philippine Downy Mildew
20180707-IMG_1694__1,0.803823,49.885422,0.943405,0.034154,0.349415,4.828024,184742.9844,26147366,61,1,0,0,51,9,0,#NAME?,inf,1165.852905,29249.16602,Philippine Downy Mildew
20180707-IMG_1694__2,0.796588,40.832066,0.948994,0.033344,0.353206,5.46944,211691.0156,29955506,37,1,0,0,33,3,0,#NAME?,inf,1242.757568,23940.5,Philippine Downy Mildew
20180707-IMG_1694__3,0.245861,20.334795,0.841387,0.197053,1.484523,16.011106,217522.8594,21077384,34,1,0,0,28,5,0,#NAME?,inf,1527.678589,32575.30078,Philippine Downy Mildew
20180707-IMG_1694__0,0.626576,10.804039,0.931645,0.083215,0.708912,6.098814,82022.39844,8211001.5,40,3,1,1,31,4,101.5,1072,7045,1333.22583,17915.5,Philippine Downy Mildew
20180707-IMG_1694__1,0.803823,49.885422,0.943405,0.034154,0.349415,4.828024,184742.9844,26147366,61,1,0,0,51,9,0,#NAME?,inf,1165.852905,29249.16602,Philippine Downy Mildew
20180707-IMG_1694__2,0.796588,40.832066,0.948994,0.033344,0.353206,5.46944,211691.0156,29955506,37,1,0,0,33,3,0,#NAME?,inf,1242.757568,23940.5,Philippine Downy Mildew
20180707-IMG_1694__3,0.245861,20.334795,0.841387,0.197053,1.484523,16.011106,217522.8594,21077384,34,1,0,0,28,5,0,#NAME?,inf,1527.678589,32575.30078,Philippine Downy Mildew
20180707-IMG_1695__0,0.872455,5.459225,0.972226,0.024968,0.259762,2.206402,28352.77734,2377589.25,13,0,0,0,10,3,#NAME?,#NAME?,#NAME?,2102.050049,23395.5,Philippine Downy Mildew
20180707-IMG_1695__1,0.880282,15.173309,0.967811,0.023178,0.252629,2.518322,65600.57813,7929598.5,47,2,0,0,39,6,0,#NAME?,inf,1280.512817,32728.33398,Philippine Downy Mildew
20180707-IMG_1695__2,0.591735,16.8234,0.937457,0.073394,0.717637,10.688177,223068.1094,23486936,35,1,0,1,29,4,0,inf,3422,1647.120728,29111.5,Philippine Downy Mildew
20180707-IMG_1695__3,0.780847,48.150578,0.939818,0.037391,0.384975,5.748921,218940.25,30785986,60,2,1,0,51,6,220820.25,0,inf,1470,19380.16602,Philippine Downy Mildew
20180707-IMG_1696__0,0.680755,9.691414,0.919222,0.070798,0.641048,3.35464,22033.56836,1521335.25,39,0,1,1,34,3,inf,118392.5,0,977.426453,17312.83398,Philippine Downy Mildew
20180707-IMG_1696__1,0.787036,55.332413,0.935363,0.03871,0.375023,4.773359,178775.9688,25116522,76,2,1,0,70,3,105739.25,0,inf,1083.742798,32982.33203,Philippine Downy Mildew
20180707-IMG_1696__2,0.735515,24.49687,0.934169,0.055971,0.545443,5.782307,134025.8594,15744223,51,1,0,1,45,4,0,inf,1068,1485.122192,25491,Philippine Downy Mildew
20180707-IMG_1696__3,0.64086,7.153677,0.940101,0.070568,0.638098,5.649405,47493.09375,3312115.25,28,0,0,0,24,4,#NAME?,#NAME?,#NAME?,1423.208374,30527.125,Philippine Downy Mildew
20180707-IMG_1697__0,0.458747,8.273817,0.936587,0.089752,0.859844,11.095688,117683.5859,8929682,14,0,0,0,10,4,#NAME?,#NAME?,#NAME?,2137.649902,19897.625,Philippine Downy Mildew
20180707-IMG_1697__1,0.436268,6.437819,0.944096,0.082443,0.890095,12.178774,138394.9219,10808150,10,0,0,0,8,2,#NAME?,#NAME?,#NAME?,2222.5,16939.5,Philippine Downy Mildew
20180707-IMG_1697__2,0.841292,3.34135,0.981493,0.022612,0.266027,3.040113,38010.03906,3051294.5,13,0,0,0,11,2,#NAME?,#NAME?,#NAME?,1349.090942,15952.5,Philippine Downy Mildew
20180707-IMG_1697__3,0.501689,19.885418,0.925763,0.090372,0.886454,12.712681,247280.5313,25984158,45,1,0,1,40,3,0,inf,1251,792.112488,37259.33203,Philippine Downy Mildew
20180707-IMG_1698__0,0.910436,2.475713,0.984883,0.014705,0.172032,1.320053,11887.61328,825184.0625,15,0,0,1,12,2,#NAME?,inf,0,1784.666626,55929.5,Philippine Downy Mildew
20180707-IMG_1698__1,0.336444,16.396122,0.897641,0.13209,1.228359,15.971994,281099.5625,29375390,44,1,0,1,38,4,0,inf,672,1915.118408,29878,Philippine Downy Mildew
20180707-IMG_1698__2,0.303968,48.509853,0.863474,0.146123,1.318181,21.526264,544819.6875,64689284,86,1,0,1,76,8,0,inf,1269.5,890.697388,28457.875,Philippine Downy Mildew
20180707-IMG_1698__3,0.481577,7.632687,0.934655,0.086316,0.828064,9.083088,73489.625,4872550.5,24,1,0,1,17,5,0,inf,965,2084.617676,20449.19922,Philippine Downy Mildew
20180707-IMG_1699__0,0.959346,3.762314,0.991316,0.007234,0.090625,0.92809,22772.55469,2636127.25,10,0,0,0,9,1,#NAME?,#NAME?,#NAME?,1540.555542,13358.5,Philippine Downy Mildew
20180707-IMG_1699__1,0.78459,12.756516,0.950997,0.045964,0.443926,3.81084,65945.35938,6921490,44,6,0,1,33,4,0,inf,17125,1089.621216,23671.125,Philippine Downy Mildew
20180707-IMG_1699__2,0.943206,3.061474,0.989545,0.010165,0.116584,1.155648,19490.99414,1832078.875,10,0,0,1,7,2,#NAME?,inf,0,2186.357178,19989.5,Philippine Downy Mildew
20180707-IMG_1699__3,0.395752,20.204504,0.896869,0.127169,1.136567,13.805367,222671.4375,22142238,36,0,2,2,25,7,inf,5011.75,0,1576.599976,27186.35742,Philippine Downy Mildew
20180707-IMG_1700__0,0.432962,92.709213,0.865418,0.094891,0.902601,19.79756,745192.3125,103963320,49,2,0,0,47,0,0,#NAME?,inf,1503.648926,#NAME?,Philippine Downy Mildew
20180707-IMG_1700__1,0.907826,5.859364,0.981001,0.015208,0.179936,1.683842,28371.9043,2691358,34,2,0,0,29,3,0,#NAME?,inf,905.879333,16234,Philippine Downy Mildew
20180707-IMG_1700__2,0.740672,21.621902,0.952018,0.039993,0.448094,6.553857,169473.8125,19634404,61,2,1,1,48,9,67535.5,2642,5988,1218.010376,33972.5,Philippine Downy Mildew
20180707-IMG_1700__3,0.59202,35.862991,0.922448,0.064769,0.66543,11.217901,299275.5938,35060876,84,1,1,0,74,8,7295,0,inf,1536,20603.8125,Philippine Downy Mildew
20180707-IMG_1701__0,0.96554,4.590717,0.990645,0.006151,0.070535,0.604513,15420.0752,1781680.625,29,0,0,1,27,1,#NAME?,inf,0,1443.111084,26433.5,Philippine Downy Mildew
20180707-IMG_1701__1,0.910672,9.819012,0.980387,0.013505,0.161599,2.021091,56969.27734,6857479.5,36,1,0,0,29,6,0,#NAME?,inf,1558.534424,25744.16602,Philippine Downy Mildew
20180707-IMG_1701__2,0.533101,80.802887,0.882613,0.077945,0.754925,14.726752,554677.75,77327552,44,0,2,0,40,2,inf,0,#NAME?,1156.125,11197.5,Philippine Downy Mildew
20180707-IMG_1701__3,0.827253,18.868668,0.961792,0.026429,0.291427,4.047076,113556.0859,13628812,65,1,0,0,60,4,0,#NAME?,inf,1230.541626,37200.375,Philippine Downy Mildew
20180707-IMG_1702__0,0.926276,10.64584,0.981408,0.013132,0.146066,1.596478,47226.83984,5870963,51,0,0,0,47,4,#NAME?,#NAME?,#NAME?,1390.829834,13660.125,Philippine Downy Mildew
20180707-IMG_1702__1,0.886004,8.733954,0.980238,0.016961,0.210256,2.756634,71323.35156,8256389,38,0,0,1,35,2,#NAME?,inf,0,1916.357178,26847,Philippine Downy Mildew
20180707-IMG_1702__2,0.883308,11.988779,0.975879,0.018374,0.213455,2.834888,82917.79688,10179644,56,1,0,1,50,4,0,inf,3321,1868.300049,25620,Philippine Downy Mildew
20180707-IMG_1702__3,0.971322,2.318731,0.994466,0.00401,0.058943,0.586428,12562.27637,1319748.75,13,0,0,0,12,1,#NAME?,#NAME?,#NAME?,2739.791748,25259,Philippine Downy Mildew
20180707-IMG_1704__0,0.910069,8.751069,0.978725,0.015093,0.172895,1.764654,39494.73438,4278046.5,50,2,0,1,42,5,0,inf,5132.5,2051.166748,15799.29981,Philippine Downy Mildew
20180707-IMG_1704__1,0.893185,12.758613,0.975265,0.017367,0.193551,2.318913,63591.76563,7567197,70,4,1,0,61,4,2131.75,0,inf,1495.262329,18434.875,Philippine Downy Mildew
20180707-IMG_1704__2,0.218628,57.363613,0.873063,0.128962,1.233997,32.389374,1019736.188,130038888,86,1,5,2,70,8,164269,63097.69922,1417.75,1059.75,26003.625,Philippine Downy Mildew
20180707-IMG_1704__3,0.857552,20.756733,0.962844,0.024259,0.253368,2.962336,84184.8125,10236417,112,1,1,1,105,4,1966,8822.5,1606.5,1617.090454,29269.375,Philippine Downy Mildew
20180707-IMG_1705__0,0.373464,34.189507,0.924489,0.081999,0.948149,23.666655,752261.375,96255816,57,2,0,0,50,5,0,#NAME?,inf,739.22998,34944.19922,Philippine Downy Mildew
20180707-IMG_1705__1,0.974675,1.429946,0.996039,0.003206,0.051159,0.496368,8369.418945,777919.875,5,1,0,1,2,1,0,inf,1766.5,911,43047.5,Philippine Downy Mildew
20180707-IMG_1705__2,0.776332,22.101135,0.956057,0.031272,0.364745,5.621985,158344.2656,19016582,72,1,0,0,66,5,0,#NAME?,inf,1429.106079,24233.90039,Philippine Downy Mildew
20180707-IMG_1705__3,0.283136,98.69912,0.844494,0.115924,1.10841,28.866278,1070811.75,148524064,99,0,0,1,92,6,#NAME?,inf,0,884.701111,25376.58398,Philippine Downy Mildew
20180707-IMG_1707__0,0.70158,60.25507,0.922002,0.049739,0.505217,8.304338,319450.125,45054420,31,1,0,1,22,7,0,inf,1450.5,1173.727295,31943.71484,Philippine Downy Mildew
20180707-IMG_1707__1,0.158069,42.43132,0.871406,0.178074,1.609867,46.977142,2510986.5,421701440,42,0,0,0,40,2,#NAME?,#NAME?,#NAME?,708.375,56441,Philippine Downy Mildew
20180707-IMG_1707__2,0.594565,19.977909,0.938105,0.066473,0.69647,11.245223,265255.125,29474450,31,1,0,1,25,4,0,inf,1046.5,2358.419922,32819.75,Philippine Downy Mildew
20180707-IMG_1707__3,0.832687,15.777688,0.965941,0.025802,0.292294,4.072091,109537,12871623,48,2,0,1,42,3,0,inf,3282,1743.738037,12593.16699,Philippine Downy Mildew
20180707-IMG_1708__0,0.393226,74.447868,0.892123,0.081994,0.894149,22.760902,833453.0625,115002560,119,0,0,0,110,9,#NAME?,#NAME?,#NAME?,846.877258,26367.77734,Philippine Downy Mildew
20180707-IMG_1708__1,0.319811,79.887627,0.880249,0.091025,0.989792,27.307402,959412.8125,130503096,119,0,1,1,113,4,inf,8737.5,0,1027.694702,36744,Philippine Downy Mildew
20180707-IMG_1708__2,0.410064,116.237724,0.851137,0.090453,0.839939,19.120186,596924.5,77752608,174,0,1,0,168,5,inf,0,#NAME?,880.800598,17058,Philippine Downy Mildew
20180707-IMG_1708__3,0.999814,0.000068,0.999969,0.00006,0.000464,0.000064,0.000396,0.000962,0,0,0,0,0,0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Philippine Downy Mildew
20180707-IMG_1709__0,0.914177,5.610659,0.977053,0.015732,0.194265,1.157094,12626.19727,1029229.125,7,0,0,0,6,1,#NAME?,#NAME?,#NAME?,3027.083252,23160,Philippine Downy Mildew
20180707-IMG_1709__1,0.60926,101.601875,0.88058,0.073036,0.658023,10.542747,411533.4063,58744776,114,5,2,1,100,6,93373.5,2851.75,3976.5,1084.97998,27027.75,Philippine Downy Mildew
20180707-IMG_1709__2,0.790926,58.137432,0.938465,0.03742,0.368403,5.013871,192572.6563,27366478,93,0,0,1,89,3,#NAME?,inf,0,1046.561768,16675,Philippine Downy Mildew
20180707-IMG_1709__3,0.509178,101.137939,0.870937,0.08486,0.797546,15.105823,586067.9375,83030536,107,2,1,2,98,4,1419.5,1399960,508.75,1118.897949,28636.375,Philippine Downy Mildew
20180707-IMG_1710__0,0.831864,38.8689,0.961648,0.02963,0.329814,6.281189,423997.9688,79956544,48,0,0,0,44,4,#NAME?,#NAME?,#NAME?,1158.897705,18108.125,Philippine Downy Mildew
20180707-IMG_1710__1,0.947242,5.177455,0.9822,0.00972,0.120945,0.535169,5297.495117,411256.9688,31,2,0,0,28,1,0,#NAME?,inf,1914.017822,40299.5,Philippine Downy Mildew
20180707-IMG_1710__2,0.799809,29.715038,0.926569,0.033523,0.448132,3.180619,53648.0625,5412858,33,0,0,0,29,4,#NAME?,#NAME?,#NAME?,1791.706909,29988.625,Philippine Downy Mildew
20180707-IMG_1710__3,0.920796,25.207357,0.974949,0.014143,0.152681,1.481679,53112.78516,7386080.5,31,1,0,0,24,6,0,#NAME?,inf,1582.645874,22009.33398,Philippine Downy Mildew
20180707-IMG_1712__0,0.954681,3.410239,0.985179,0.007584,0.108087,0.473835,3853.157959,269729.125,5,0,0,0,4,1,#NAME?,#NAME?,#NAME?,748.25,93100,Philippine Downy Mildew
20180707-IMG_1712__1,0.177795,85.524399,0.825176,0.193508,1.576092,47.030312,2804772,494390624,146,0,0,0,138,8,#NAME?,#NAME?,#NAME?,1169.210205,30741.4375,Philippine Downy Mildew
20180707-IMG_1712__2,0.974949,2.493801,0.993136,0.004708,0.064217,0.447031,10396.01856,1227178.75,8,0,1,0,6,1,inf,0,#NAME?,585.25,14276.5,Philippine Downy Mildew
20180707-IMG_1712__3,0.951877,3.03805,0.989772,0.009645,0.108519,1.002299,19715.99219,2067055.75,10,1,0,0,8,1,0,#NAME?,inf,1614.625,89217,Philippine Downy Mildew
20180707-IMG_1714__0,0.81722,6.87417,0.959382,0.036741,0.364872,2.746435,28074.4082,2146112,27,0,2,2,16,7,inf,1203.25,0,1528.8125,21176.92773,Philippine Downy Mildew
20180707-IMG_1714__1,0.477069,8.549019,0.912354,0.104825,0.935889,6.792395,41065.64453,2620647.5,31,2,0,0,24,5,0,#NAME?,inf,2128.145752,35949.89844,Philippine Downy Mildew
20180707-IMG_1714__2,0.70926,74.274559,0.910414,0.053226,0.50589,7.396861,279743.9063,39330344,76,0,1,0,68,7,inf,0,#NAME?,1135.367676,28258.21484,Philippine Downy Mildew
20180707-IMG_1714__3,0.542869,34.434696,0.909546,0.088436,0.8512,12.921529,351136.4375,42600448,74,1,0,0,68,5,0,#NAME?,inf,1476.022095,36476.10156,Philippine Downy Mildew
20180707-IMG_1715__0,0.950685,3.623963,0.985769,0.008896,0.117344,0.520928,5398.599121,452454.3125,10,0,0,0,9,1,#NAME?,#NAME?,#NAME?,672.722229,81460,Philippine Downy Mildew
20180707-IMG_1715__1,0.46092,9.621695,0.908174,0.091044,1.096358,17.898829,778944.6875,122917864,6,0,0,0,6,0,#NAME?,#NAME?,#NAME?,1987.916626,#NAME?,Philippine Downy Mildew
20180707-IMG_1715__2,0.183581,207.807053,0.785342,0.183575,1.556085,44.455925,3036877.5,574255872,87,0,0,0,85,2,#NAME?,#NAME?,#NAME?,1076.411743,22141,Philippine Downy Mildew
20180707-IMG_1715__3,0.482148,21.777399,0.911189,0.095115,1.043887,21.133904,1135221.875,196150352,13,0,0,0,11,2,#NAME?,#NAME?,#NAME?,2811.40918,67131.75,Philippine Downy Mildew
20180707-IMG_1716__0,0.898763,6.317641,0.969956,0.019028,0.221834,0.921032,5883.871582,382724.2813,35,0,0,0,33,2,#NAME?,#NAME?,#NAME?,1122.348511,44601.5,Philippine Downy Mildew
20180707-IMG_1716__1,0.739744,26.452358,0.919032,0.048085,0.575683,3.566132,53807.28906,5506498,21,0,0,1,17,3,#NAME?,inf,0,2200.470703,38364.66797,Philippine Downy Mildew
20180707-IMG_1716__2,0.169593,62.161896,0.862162,0.156616,1.640936,45.543365,2797432,506982304,59,1,0,0,56,2,0,#NAME?,inf,1828.955322,29959.5,Philippine Downy Mildew
20180707-IMG_1716__3,0.691843,27.762831,0.915662,0.058769,0.657502,4.890938,83227.02344,8726896,47,2,0,0,38,7,0,#NAME?,inf,1494.236816,25629.35742,Philippine Downy Mildew
20180707-IMG_1717__0,0.777545,16.910576,0.945383,0.040695,0.470829,4.334282,84693.14844,9128603,12,0,0,2,9,1,#NAME?,inf,0,1382.166626,63990,Philippine Downy Mildew
20180707-IMG_1717__1,0.716965,42.046009,0.945316,0.051382,0.55339,11.51782,731294.6875,134067424,36,1,0,0,27,8,0,#NAME?,inf,1992.463013,28124.4375,Philippine Downy Mildew
20180707-IMG_1717__2,0.47978,21.458914,0.899368,0.098062,1.038665,11.068028,212258.6094,22801720,30,0,0,0,28,2,#NAME?,#NAME?,#NAME?,976.696411,41772.5,Philippine Downy Mildew
20180707-IMG_1717__3,0.895937,14.779107,0.978697,0.014779,0.187279,2.956213,115355.8281,16306031,17,1,0,0,15,1,0,#NAME?,inf,1489.266724,20099.5,Philippine Downy Mildew
20180707-IMG_1718__0,0.816265,24.289837,0.936476,0.03056,0.41839,3.040949,54505.84766,5711184,31,1,0,1,27,2,0,inf,755,2043.629639,19622.25,Philippine Downy Mildew
20180707-IMG_1718__1,0.925682,9.282046,0.974722,0.012205,0.177796,1.298353,22237.75586,2238256.5,18,0,0,1,14,3,#NAME?,inf,0,559.464294,33868,Philippine Downy Mildew
20180707-IMG_1718__2,0.91689,10.050433,0.969329,0.013632,0.190552,1.045359,12066.33887,999337.625,37,1,0,1,30,5,0,inf,740.5,2192.983398,25297.5,Philippine Downy Mildew
20180707-IMG_1718__3,0.337206,152.026947,0.813809,0.149925,1.377686,29.815912,1799837.5,323857536,132,0,0,0,124,8,#NAME?,#NAME?,#NAME?,946.770142,35242.625,Philippine Downy Mildew
20180707-IMG_1719__0,0.900012,7.233531,0.968612,0.018588,0.222475,1.205315,11052.66113,817193.9375,18,0,0,0,14,4,#NAME?,#NAME?,#NAME?,2531.071533,25646.75,Philippine Downy Mildew
20180707-IMG_1719__1,0.587664,39.656921,0.862397,0.083248,0.883277,7.158371,103075.3516,9626859,28,1,0,0,23,4,0,#NAME?,inf,1424.130493,31481.75,Philippine Downy Mildew
20180707-IMG_1719__2,0.84356,13.778548,0.957952,0.029582,0.336942,3.166163,61608.57813,6454666,33,0,1,1,24,7,inf,3212.5,0,1504.895874,27889.14258,Philippine Downy Mildew
20180707-IMG_1719__3,0.882704,14.622302,0.961624,0.020338,0.268078,2.063069,37556.70703,3866672.75,21,0,0,1,15,5,#NAME?,inf,0,1567.56665,48532,Philippine Downy Mildew
20180707-IMG_1720__0,0.636852,31.712597,0.906846,0.069943,0.730964,8.433686,185705.2813,20538690,47,1,1,1,35,9,8053.5,5783.5,3676.5,1479.685669,28026.55469,Philippine Downy Mildew
20180707-IMG_1720__1,0.332294,34.006187,0.786232,0.1581,1.374062,7.403003,36251.5625,2067957.75,75,0,0,4,62,9,#NAME?,inf,0,926.870972,30568.27734,Philippine Downy Mildew
20180707-IMG_1720__2,0.776828,19.124523,0.941048,0.044864,0.460998,4.916694,105835.7734,11560854,35,0,1,1,31,2,inf,9017.5,0,1240.112915,30902.25,Philippine Downy Mildew
20180707-IMG_1720__3,0.832625,13.234474,0.946567,0.030558,0.368783,1.981172,18297.73633,1396530.5,19,0,0,0,16,3,#NAME?,#NAME?,#NAME?,1677.375,40651.83203,Philippine Downy Mildew
20180707-IMG_1721__0,0.258072,54.521328,0.824014,0.18438,1.606648,19.945,781059.6875,130592864,36,0,0,0,34,2,#NAME?,#NAME?,#NAME?,833.529419,15972.75,Philippine Downy Mildew
20180707-IMG_1721__1,0.917707,7.303728,0.97762,0.015817,0.189761,1.475331,29542.85547,3348572.25,19,1,0,0,15,3,0,#NAME?,inf,1591.699951,15656.83301,Philippine Downy Mildew
20180707-IMG_1721__2,0.6278,12.045037,0.924398,0.08116,0.723092,5.739964,73395.4375,7296320.5,9,0,0,0,8,1,#NAME?,#NAME?,#NAME?,2898.5,22448.5,Philippine Downy Mildew
20180707-IMG_1721__3,0.750086,6.738443,0.940925,0.05372,0.490714,3.023299,19638.45508,1239853.625,32,0,1,1,25,5,inf,127690,0,1067.180054,27605.59961,Philippine Downy Mildew
20180707-IMG_1722__0,0.834917,7.203424,0.95828,0.032858,0.34526,2.290865,22356.40039,1692172.75,16,0,0,0,11,5,#NAME?,#NAME?,#NAME?,2405.681885,40325.80078,Philippine Downy Mildew
20180707-IMG_1722__1,0.921078,6.853626,0.976125,0.014037,0.175931,1.110806,14076.20508,1196177,15,0,2,0,12,1,inf,0,#NAME?,1539,11765,Philippine Downy Mildew
20180707-IMG_1722__2,0.521729,10.393757,0.894423,0.109907,0.911426,6.005879,37207.91797,2408926.5,34,0,1,2,30,1,inf,7912,0,1237.800049,12904,Philippine Downy Mildew
